,FF,Runout_Full,Matchups
752733,22.428058475,Qs Qh Js 8s Ac,0.98937246405
752746,22.428058475,Qs Qh Js 8s Ad,0.98937246405
752758,23.708882533,Qs Qh Js 8s Ah,1.7125985514
752768,23.154182132,Qs Qh Js 8s As,4.5811991134
752781,18.632756305,Qs Qh Js 9s Ac,0.02581754922
752794,18.632756305,Qs Qh Js 9s Ad,0.02581754922
752816,25.701515753,Qs Qh Js 9s As,612.61695977
752864,22.72177396,Qs Qh Js Ts As,0.34324048648
752877,25.150635335,Qs Qh Js Ks Ac,430.44512773
752890,25.150635335,Qs Qh Js Ks Ad,430.44512773
752902,24.026798074,Qs Qh Js Ks Ah,305.12489108
752912,19.877362536,Qs Qh Js Ks As,0.2289232271
752985,24.34813158,Qs Th 2d 2c Ad,0.18540877946
752997,24.624384509,Qs Th 2d 2c Ah,0.96532207472
753009,24.181158326,Qs Th 2d 2c As,0.32902781213
753045,23.335692074,Qs Th 2d 3c Ah,0.3934078622
753069,23.718079543,Qs Th 2d 4c Ac,0.026693431095
753093,24.229662014,Qs Th 2d 4c Ah,0.2368964873
753141,26.489882131,Qs Th 2d 5c Ah,0.035955454762
753357,27.840068612,Qs Th 2d Tc Ac,0.077255732132
753393,19.94256083,Qs Th 2d Tc As,0.046526962329
753453,25.263552885,Qs Th 2d Qc Ac,0.50429550086
753465,23.100153574,Qs Th 2d Qc Ad,0.021682572755
753477,31.243707608,Qs Th 2d Qc Ah,0.012308751009
753501,24.502571961,Qs Th 2d Kc Ac,5.5236184134
753513,25.535391004,Qs Th 2d Kc Ad,6.894701326
753525,24.984870082,Qs Th 2d Kc Ah,6.2347107304
753537,25.071881963,Qs Th 2d Kc As,9.1720531321
753609,19.048118312,Qs Th 2d 3d Ad,0.010199945736
753790,24.969365074,Qs Th 2d 7d Ac,0.05235339771
753838,26.910195076,Qs Th 2d 8d Ac,0.10127180829
753873,36.421104412,Qs Th 2d 8d As,6.5343301541
753886,30.522646865,Qs Th 2d 9d Ac,0.43682637151
753909,19.245377688,Qs Th 2d 9d Ah,0.035048014975
753921,24.915195035,Qs Th 2d 9d As,0.039032799056
753934,23.194115397,Qs Th 2d Td Ac,0.017811002768
753957,22.948972897,Qs Th 2d Td Ah,0.012806907106
753969,23.702102347,Qs Th 2d Td As,0.0093294336006
753982,30.005443633,Qs Th 2d Jd Ac,0.0016532644015
753993,44.161712488,Qs Th 2d Jd Ad,0.0068777160798
754005,40.361092624,Qs Th 2d Jd Ah,0.0016789715477
754017,37.327637328,Qs Th 2d Jd As,0.00092108717967
754053,22.431481809,Qs Th 2d Qd Ah,0.019207833221
754065,22.319471229,Qs Th 2d Qd As,0.054124272908
754078,25.409033825,Qs Th 2d Kd Ac,57.305468683
754089,24.847770753,Qs Th 2d Kd Ad,26.573040349
754101,25.562920434,Qs Th 2d Kd Ah,35.180358005
754113,25.489989593,Qs Th 2d Kd As,59.689332196
754197,22.619299732,Qs Th 2d 2h Ah,0.14305160484
754353,23.16552854,Qs Th 2d 5h As,0.015676735893
754366,28.11755672,Qs Th 2d 6h Ac,0.2812207268
754378,27.85339232,Qs Th 2d 6h Ad,0.0036242592677
754449,23.017304286,Qs Th 2d 7h As,0.045104989968
754474,34.531447334,Qs Th 2d 8h Ad,4.2489773538
754497,28.846479833,Qs Th 2d 8h As,0.05163100437
754558,49.030607409,Qs Th 2d Jh Ac,1.2895645587e-05
754570,35.675677747,Qs Th 2d Jh Ad,3.20270199e-06
754593,44.749500565,Qs Th 2d Jh As,5.3807795111e-06
754629,26.830285753,Qs Th 2d Qh Ah,0.036580952009
754641,25.10024057,Qs Th 2d Qh As,0.00050564782116
754654,25.978641425,Qs Th 2d Kh Ac,43.120189449
754666,25.631293656,Qs Th 2d Kh Ad,51.525647652
754677,24.942671089,Qs Th 2d Kh Ah,1.6557769364
754689,25.522016969,Qs Th 2d Kh As,35.303689192
754750,27.632012352,Qs Th 2d 2s Ac,0.065308406582
754762,26.599722411,Qs Th 2d 2s Ad,0.26263160869
754774,24.623451548,Qs Th 2d 2s Ah,0.75131772746
754785,23.607441614,Qs Th 2d 2s As,0.13070659627
754977,23.799376152,Qs Th 2d 6s As,0.0058809173499
755002,25.853905657,Qs Th 2d 7s Ad,0.067339388772
755025,24.543892358,Qs Th 2d 7s As,0.025112856011
755038,25.786827197,Qs Th 2d 8s Ac,0.50394252141
755050,35.757044923,Qs Th 2d 8s Ad,8.9262184807
755062,35.255847792,Qs Th 2d 8s Ah,2.8177548644
755086,23.457163575,Qs Th 2d 9s Ac,0.00010744857179
755134,29.783706522,Qs Th 2d Ts Ac,0.0013496634426
755146,27.108699693,Qs Th 2d Ts Ad,0.047168684368
755158,23.918005871,Qs Th 2d Ts Ah,0.41089414101
755182,60.0803467,Qs Th 2d Js Ac,5.6787013338e-05
755194,51.449483267,Qs Th 2d Js Ad,2.4811021008e-05
755206,57.652691635,Qs Th 2d Js Ah,4.1626211669e-05
755217,100.0,Qs Th 2d Js As,0.0003357890314
755230,24.312110951,Qs Th 2d Ks Ac,17.692766413
755242,26.484479067,Qs Th 2d Ks Ad,28.238908729
755254,24.345757445,Qs Th 2d Ks Ah,35.704468847
755265,25.372617202,Qs Th 2d Ks As,41.98025902
755374,32.324867977,Qs Th 4d 3c Ac,0.00033766075339
755494,19.396756465,Qs Th 4d 5c Ah,0.0024081790427
755506,25.333658758,Qs Th 4d 5c As,0.32829851584
755602,24.636002231,Qs Th 4d 7c As,0.088942051306
755638,28.024867858,Qs Th 4d 8c Ah,0.0038364163316
755650,23.483689515,Qs Th 4d 8c As,0.15094334978
755710,28.175569771,Qs Th 4d Tc Ac,0.054233487563
755758,23.79101051,Qs Th 4d Jc Ac,0.011276189115
755770,24.385849497,Qs Th 4d Jc Ad,0.0018573882353
755782,13.290451845,Qs Th 4d Jc Ah,0.0062675938019
755794,41.753937764,Qs Th 4d Jc As,0.0057328963705
755842,25.698116839,Qs Th 4d Qc As,0.18486653282
755854,26.225421585,Qs Th 4d Kc Ac,2.7623670482
755866,23.540640898,Qs Th 4d Kc Ad,2.4699726842
755878,25.373116434,Qs Th 4d Kc Ah,2.7293332833
755890,26.29547984,Qs Th 4d Kc As,2.7459355153
755986,23.160241162,Qs Th 4d 2d As,0.089220120621
756191,29.511940035,Qs Th 4d 8d Ac,0.20905091158
756202,35.491814009,Qs Th 4d 8d Ad,0.27194138987
756214,23.681254628,Qs Th 4d 8d Ah,0.4274823138
756226,34.92868037,Qs Th 4d 8d As,5.1185494307
756335,38.414520873,Qs Th 4d Jd Ac,0.017143876065
756346,26.81426496,Qs Th 4d Jd Ad,0.015733370361
756358,20.14345677,Qs Th 4d Jd Ah,0.016454427564
756370,17.694641467,Qs Th 4d Jd As,0.01083524678
756383,26.526719011,Qs Th 4d Qd Ac,0.51218643613
756394,26.432033491,Qs Th 4d Qd Ad,0.12389610473
756406,24.629681625,Qs Th 4d Qd Ah,0.097929766327
756418,23.807491671,Qs Th 4d Qd As,0.18487253441
756431,25.518740743,Qs Th 4d Kd Ac,79.345251499
756442,25.436892732,Qs Th 4d Kd Ad,6.3220221978
756454,25.792849174,Qs Th 4d Kd Ah,58.79940506
756466,25.809806371,Qs Th 4d Kd As,52.648151864
756527,30.54311972,Qs Th 4d 2h Ac,0.0011797528079
756575,29.565356131,Qs Th 4d 3h Ac,0.066128993155
756671,23.239397351,Qs Th 4d 5h Ac,0.43754351161
756683,23.831479435,Qs Th 4d 5h Ad,0.13141499306
756706,24.825511468,Qs Th 4d 5h As,0.50433594671
756719,29.188070866,Qs Th 4d 6h Ac,0.18079313297
756827,35.885992148,Qs Th 4d 8h Ad,0.70453696289
756838,30.035850968,Qs Th 4d 8h Ah,0.013460262606
756850,35.077571331,Qs Th 4d 8h As,0.76962851955
756911,20.83270911,Qs Th 4d Jh Ac,0.0076232231142
756923,21.51391806,Qs Th 4d Jh Ad,0.002143778267
756934,32.706277852,Qs Th 4d Jh Ah,0.015667527756
756946,9.8133281156,Qs Th 4d Jh As,0.0060621556914
756971,28.53896883,Qs Th 4d Qh Ad,0.086835951533
756982,27.754307306,Qs Th 4d Qh Ah,0.035325596759
757007,25.764415886,Qs Th 4d Kh Ac,76.660438298
757019,25.521637951,Qs Th 4d Kh Ad,84.058233508
757030,23.924799167,Qs Th 4d Kh Ah,2.0997024914
757042,25.297564917,Qs Th 4d Kh As,66.00215352
757103,22.988092264,Qs Th 4d 2s Ac,0.3122103435
757115,22.578308382,Qs Th 4d 2s Ad,0.15663240135
757223,23.313160978,Qs Th 4d 4s Ah,0.23054961594
757247,27.123636509,Qs Th 4d 5s Ac,0.098894273795
757259,26.774170202,Qs Th 4d 5s Ad,0.14768207548
757355,25.257041628,Qs Th 4d 7s Ad,0.41314990791
757391,30.325698141,Qs Th 4d 8s Ac,0.14597683026
757403,35.088638586,Qs Th 4d 8s Ad,33.22789637
757415,21.360359781,Qs Th 4d 8s Ah,0.42556763972
757426,36.215241686,Qs Th 4d 8s As,1.4355814004
757451,26.199862788,Qs Th 4d 9s Ad,0.078235703384
757499,29.139187861,Qs Th 4d Ts Ad,0.17568402118
757535,20.773453193,Qs Th 4d Js Ac,0.006057337525
757559,20.466977084,Qs Th 4d Js Ah,0.003277710899
757570,62.084502201,Qs Th 4d Js As,0.01091523694
757583,25.307942516,Qs Th 4d Ks Ac,46.488980921
757595,24.991739242,Qs Th 4d Ks Ad,45.641513513
757607,24.443967439,Qs Th 4d Ks Ah,38.373138952
757618,25.018078418,Qs Th 4d Ks As,35.297538089
757823,26.410968864,Qs Th 6h 5c Ac,0.056022831423
757871,26.525076411,Qs Th 6h 6c Ac,2.5525146502
757884,28.162156861,Qs Th 6h 6c Ad,1.0602838861
757895,27.129237455,Qs Th 6h 6c Ah,39.774088048
757907,26.041403414,Qs Th 6h 6c As,3.6094094194
757919,25.572796792,Qs Th 6h 7c Ac,3.0629963594
757932,23.573798792,Qs Th 6h 7c Ad,10.690403586
757943,24.942165123,Qs Th 6h 7c Ah,7.9141399349
757955,24.371553691,Qs Th 6h 7c As,13.753914812
757967,23.209783472,Qs Th 6h 8c Ac,8.5137359977
757980,3.3930434829,Qs Th 6h 8c Ad,83.903856918
757991,21.898497832,Qs Th 6h 8c Ah,0.29133651097
758003,23.779419887,Qs Th 6h 8c As,7.7056083646
758063,25.776598363,Qs Th 6h Tc Ac,30.770559324
758076,25.622879339,Qs Th 6h Tc Ad,127.20622805
758087,27.977994287,Qs Th 6h Tc Ah,54.631526879
758099,25.092689039,Qs Th 6h Tc As,137.2012887
758111,25.331618445,Qs Th 6h Jc Ac,3.2260122461
758124,24.560349975,Qs Th 6h Jc Ad,2.1938307449
758135,27.166500074,Qs Th 6h Jc Ah,4.7449339144
758147,23.870406269,Qs Th 6h Jc As,0.435134536
758183,22.302006265,Qs Th 6h Qc Ah,0.039693241981
758207,28.358412287,Qs Th 6h Kc Ac,1.864707646
758220,28.639295516,Qs Th 6h Kc Ad,1.7928822836
758231,28.121050772,Qs Th 6h Kc Ah,1.5858780438
758243,25.896645032,Qs Th 6h Kc As,2.2969166445
758460,26.410968864,Qs Th 6h 5d Ad,0.056022831423
758496,28.162156861,Qs Th 6h 6d Ac,1.0602838861
758508,26.525076411,Qs Th 6h 6d Ad,2.5525146329
758519,27.129237455,Qs Th 6h 6d Ah,39.774089221
758531,26.041403414,Qs Th 6h 6d As,3.6094097571
758544,23.573798792,Qs Th 6h 7d Ac,10.690403586
758556,25.572796792,Qs Th 6h 7d Ad,3.0629962921
758567,24.942165123,Qs Th 6h 7d Ah,7.9141399705
758579,24.371553691,Qs Th 6h 7d As,13.753914777
758592,3.3930434829,Qs Th 6h 8d Ac,83.903856918
758604,23.209783472,Qs Th 6h 8d Ad,8.5137359977
758615,21.898497832,Qs Th 6h 8d Ah,0.29133647538
758627,23.779419887,Qs Th 6h 8d As,7.7056083646
758688,25.622879339,Qs Th 6h Td Ac,127.20622798
758700,25.776598363,Qs Th 6h Td Ad,30.770559613
758711,27.977994287,Qs Th 6h Td Ah,54.631523123
758723,25.092689039,Qs Th 6h Td As,137.20128927
758736,24.560349975,Qs Th 6h Jd Ac,2.1938307449
758748,25.331618445,Qs Th 6h Jd Ad,3.2260122461
758759,27.166500074,Qs Th 6h Jd Ah,4.7449339144
758771,23.870406269,Qs Th 6h Jd As,0.435134536
758807,22.302006265,Qs Th 6h Qd Ah,0.039693241981
758832,28.639295516,Qs Th 6h Kd Ac,1.7928822836
758844,28.358412287,Qs Th 6h Kd Ad,1.8647078477
758855,28.121050772,Qs Th 6h Kd Ah,1.5858780438
758867,25.896645032,Qs Th 6h Kd As,2.2969164258
758928,25.492306118,Qs Th 6h 2h Ac,10.907910098
758941,25.492306118,Qs Th 6h 2h Ad,10.907908929
758951,22.796986461,Qs Th 6h 2h Ah,0.0062584330008
758963,25.527632533,Qs Th 6h 2h As,1.8264159714
758976,25.281740078,Qs Th 6h 3h Ac,11.059015947
758989,25.281740078,Qs Th 6h 3h Ad,11.059015947
758999,22.055713389,Qs Th 6h 3h Ah,0.30932967219
759011,26.118726665,Qs Th 6h 3h As,2.1763774611
759024,24.819042519,Qs Th 6h 4h Ac,25.226034757
759037,24.819042519,Qs Th 6h 4h Ad,25.226034757
759059,25.313911532,Qs Th 6h 4h As,5.9272917993
759072,25.148321889,Qs Th 6h 5h Ac,52.204826315
759085,25.148321889,Qs Th 6h 5h Ad,52.204826315
759095,24.223073827,Qs Th 6h 5h Ah,10.770507926
759107,24.84323411,Qs Th 6h 5h As,21.377802288
759120,24.68994742,Qs Th 6h 7h Ac,90.854519828
759133,24.68994742,Qs Th 6h 7h Ad,90.854508359
759143,24.78607238,Qs Th 6h 7h Ah,176.2168098
759155,24.349000541,Qs Th 6h 7h As,16.249727644
759168,24.194234126,Qs Th 6h 8h Ac,34.067491643
759181,24.194234126,Qs Th 6h 8h Ad,34.067491643
759191,24.897480309,Qs Th 6h 8h Ah,220.91799495
759203,24.754376883,Qs Th 6h 8h As,23.156982738
759216,24.378722944,Qs Th 6h 9h Ac,14.179379248
759229,24.378722944,Qs Th 6h 9h Ad,14.179379248
759239,23.9246806,Qs Th 6h 9h Ah,13.0808836
759251,24.925845967,Qs Th 6h 9h As,13.563408446
759264,25.836939223,Qs Th 6h Jh Ac,8.5580853707
759277,25.836939223,Qs Th 6h Jh Ad,8.5580853925
759287,26.582011544,Qs Th 6h Jh Ah,2.5519804816
759299,24.963625853,Qs Th 6h Jh As,4.5669858635
759312,23.570176165,Qs Th 6h Qh Ac,3.7959266569
759325,23.570176165,Qs Th 6h Qh Ad,3.7959266569
759335,24.409471621,Qs Th 6h Qh Ah,6.5143730272
759347,23.731794439,Qs Th 6h Qh As,2.0714638276
759360,25.824307255,Qs Th 6h Kh Ac,39.134434914
759373,25.824307255,Qs Th 6h Kh Ad,39.134431907
759383,27.42724778,Qs Th 6h Kh Ah,37.525953666
759395,25.829719356,Qs Th 6h Kh As,4.9074973511
759456,22.87893768,Qs Th 6h 2s Ac,0.24068832882
759469,22.87893768,Qs Th 6h 2s Ad,0.24068832882
759504,24.525135996,Qs Th 6h 3s Ac,0.23564204334
759517,24.525135996,Qs Th 6h 3s Ad,0.23564202602
759552,22.919139302,Qs Th 6h 4s Ac,0.010564973851
759565,22.919139302,Qs Th 6h 4s Ad,0.010564973851
759624,19.092767314,Qs Th 6h 5s Ah,0.18988581204
759672,26.581530037,Qs Th 6h 6s Ah,12.361756485
759683,26.217039712,Qs Th 6h 6s As,5.7371820714
759696,22.611173603,Qs Th 6h 7s Ac,0.0016277557267
759709,22.611173603,Qs Th 6h 7s Ad,0.0016277557267
759840,25.872776356,Qs Th 6h Ts Ac,1.3102526006
759853,25.872776356,Qs Th 6h Ts Ad,1.3102523428
759864,26.784207212,Qs Th 6h Ts Ah,0.73246674863
759875,27.104404815,Qs Th 6h Ts As,13.630239433
759888,23.858253412,Qs Th 6h Js Ac,28.337454547
759901,23.858253412,Qs Th 6h Js Ad,28.337456367
759912,25.202532473,Qs Th 6h Js Ah,55.187854966
759923,25.801885836,Qs Th 6h Js As,33.014609882
759936,26.108499105,Qs Th 6h Ks Ac,39.728186127
759949,26.108499105,Qs Th 6h Ks Ad,39.728186276
759960,26.203281022,Qs Th 6h Ks Ah,50.352549368
759971,25.799870527,Qs Th 6h Ks As,43.217358822
760152,18.616536744,Qs Th 7h 4c Ah,0.39715723466
760200,20.984308181,Qs Th 7h 5c Ah,0.18404377942
760224,23.55320343,Qs Th 7h 6c Ac,2.4929188533
760248,23.310607961,Qs Th 7h 6c Ah,0.17737527584
760260,24.398925226,Qs Th 7h 6c As,4.0364055507
760272,28.324800785,Qs Th 7h 7c Ac,5.9539635962
760285,28.300921139,Qs Th 7h 7c Ad,2.5632231917
760296,27.271557757,Qs Th 7h 7c Ah,72.159903793
760308,27.315870818,Qs Th 7h 7c As,5.2992311096
760320,25.224361985,Qs Th 7h 8c Ac,6.2195908725
760333,22.623386269,Qs Th 7h 8c Ad,0.62552483241
760344,24.966218635,Qs Th 7h 8c Ah,0.68351118675
760356,27.314394592,Qs Th 7h 8c As,7.5219601843
760392,23.04166256,Qs Th 7h 9c Ah,0.08009008473
760404,22.314430644,Qs Th 7h 9c As,0.30705151313
760416,26.586602003,Qs Th 7h Tc Ac,46.896386163
760429,25.77236544,Qs Th 7h Tc Ad,189.16133464
760440,28.323048685,Qs Th 7h Tc Ah,39.197854504
760452,26.059865231,Qs Th 7h Tc As,161.47615808
760464,25.075545684,Qs Th 7h Jc Ac,0.70626751666
760477,25.012887918,Qs Th 7h Jc Ad,0.45577923944
760488,25.304559978,Qs Th 7h Jc Ah,2.0099367446
760500,23.181688187,Qs Th 7h Jc As,0.0007936888485
760525,21.026769201,Qs Th 7h Qc Ad,0.0020228711997
760536,26.656188297,Qs Th 7h Qc Ah,2.7575718046
760548,23.871373172,Qs Th 7h Qc As,0.02324908969
760560,26.626388171,Qs Th 7h Kc Ac,12.048131118
760573,26.448476721,Qs Th 7h Kc Ad,11.445372277
760584,26.487995678,Qs Th 7h Kc Ah,3.9722193731
760596,26.685162711,Qs Th 7h Kc As,12.233360168
760776,18.616536744,Qs Th 7h 4d Ah,0.39715723466
760824,20.984308181,Qs Th 7h 5d Ah,0.18404377942
760861,23.55320343,Qs Th 7h 6d Ad,2.4929188533
760872,23.310607961,Qs Th 7h 6d Ah,0.17737527584
760884,24.398925226,Qs Th 7h 6d As,4.0364055507
760897,28.300921139,Qs Th 7h 7d Ac,2.5632231917
760909,28.324800785,Qs Th 7h 7d Ad,5.9539647023
760920,27.271557757,Qs Th 7h 7d Ah,72.159903793
760932,27.315870818,Qs Th 7h 7d As,5.2992311096
760945,22.623386269,Qs Th 7h 8d Ac,0.62552483159
760957,25.224361985,Qs Th 7h 8d Ad,6.2195915507
760968,24.966218635,Qs Th 7h 8d Ah,0.68351118675
760980,27.314394592,Qs Th 7h 8d As,7.5219601843
761016,23.04166256,Qs Th 7h 9d Ah,0.08009008473
761028,22.314430644,Qs Th 7h 9d As,0.30705151313
761041,25.77236544,Qs Th 7h Td Ac,189.16131682
761053,26.586602003,Qs Th 7h Td Ad,46.896385736
761064,28.323048685,Qs Th 7h Td Ah,39.197849597
761076,26.059865231,Qs Th 7h Td As,161.47615808
761089,25.012887918,Qs Th 7h Jd Ac,0.45577917422
761101,25.075545684,Qs Th 7h Jd Ad,0.70626751666
761112,25.304559978,Qs Th 7h Jd Ah,2.0099367446
761124,23.181688187,Qs Th 7h Jd As,0.00079368881008
761137,21.026769201,Qs Th 7h Qd Ac,0.0020228711997
761160,26.656188297,Qs Th 7h Qd Ah,2.7575715021
761172,23.871373172,Qs Th 7h Qd As,0.02324908969
761185,26.448476721,Qs Th 7h Kd Ac,11.445372277
761197,26.626388171,Qs Th 7h Kd Ad,12.048130265
761208,26.487995678,Qs Th 7h Kd Ah,3.9722193664
761220,26.685162711,Qs Th 7h Kd As,12.233360168
761281,25.240725496,Qs Th 7h 2h Ac,4.9589730299
761294,25.240725496,Qs Th 7h 2h Ad,4.9589730299
761304,24.074724462,Qs Th 7h 2h Ah,10.583787674
761316,27.172889544,Qs Th 7h 2h As,13.543122147
761329,26.480884812,Qs Th 7h 3h Ac,4.4956864039
761342,26.480884812,Qs Th 7h 3h Ad,4.4956864039
761352,24.095076919,Qs Th 7h 3h Ah,4.4743331067
761364,26.956434357,Qs Th 7h 3h As,14.506334603
761377,24.830722064,Qs Th 7h 4h Ac,7.634233954
761390,24.830722064,Qs Th 7h 4h Ad,7.6342339572
761400,24.585531614,Qs Th 7h 4h Ah,4.9622910657
761412,26.658634348,Qs Th 7h 4h As,13.296187628
761425,24.715474227,Qs Th 7h 5h Ac,18.989919051
761438,24.715474227,Qs Th 7h 5h Ad,18.989919051
761448,23.784391831,Qs Th 7h 5h Ah,4.7615228385
761460,26.329814106,Qs Th 7h 5h As,7.2264691673
761473,24.743102731,Qs Th 7h 6h Ac,91.95000744
761486,24.743102731,Qs Th 7h 6h Ad,91.95000744
761496,24.327846228,Qs Th 7h 6h Ah,240.70307624
761508,24.227925501,Qs Th 7h 6h As,132.98624396
761521,26.017696792,Qs Th 7h 8h Ac,98.059441128
761534,26.017696792,Qs Th 7h 8h Ad,98.059441128
761544,25.865438745,Qs Th 7h 8h Ah,182.62561301
761556,25.615689913,Qs Th 7h 8h As,76.073520704
761569,24.56510801,Qs Th 7h 9h Ac,10.200641483
761582,24.56510801,Qs Th 7h 9h Ad,10.200641483
761592,24.184886782,Qs Th 7h 9h Ah,114.8417392
761604,24.295435211,Qs Th 7h 9h As,12.546020635
761617,24.764409465,Qs Th 7h Jh Ac,15.987410654
761630,24.764409465,Qs Th 7h Jh Ad,15.987410654
761640,24.914383352,Qs Th 7h Jh Ah,3.4338017645
761652,25.415478904,Qs Th 7h Jh As,12.706249659
761665,23.661554761,Qs Th 7h Qh Ac,6.217234174
761678,23.661554761,Qs Th 7h Qh Ad,6.217234174
761688,24.094348088,Qs Th 7h Qh Ah,6.129820747
761700,24.704177553,Qs Th 7h Qh As,5.8588473239
761713,26.045183497,Qs Th 7h Kh Ac,10.223069032
761726,26.045183497,Qs Th 7h Kh Ad,10.223070783
761736,26.540531129,Qs Th 7h Kh Ah,68.450255998
761748,25.210107251,Qs Th 7h Kh As,25.197804111
761881,24.767608255,Qs Th 7h 3s Ah,0.095646048225
761953,24.899023692,Qs Th 7h 5s Ac,0.099916472222
761966,24.899023692,Qs Th 7h 5s Ad,0.099916472222
762001,21.465571426,Qs Th 7h 6s Ac,0.12678575289
762014,21.465571426,Qs Th 7h 6s Ad,0.12678575289
762049,27.929582756,Qs Th 7h 7s Ac,6.1158989778
762062,27.929582756,Qs Th 7h 7s Ad,6.1158983521
762073,26.604059974,Qs Th 7h 7s Ah,46.34896708
762084,26.64326217,Qs Th 7h 7s As,2.296409463
762097,20.741795289,Qs Th 7h 8s Ac,0.015966811059
762110,20.741795289,Qs Th 7h 8s Ad,0.015966811059
762121,21.399324278,Qs Th 7h 8s Ah,0.032883451282
762193,25.910464397,Qs Th 7h Ts Ac,80.561046047
762206,25.910464397,Qs Th 7h Ts Ad,80.561046047
762217,28.183996293,Qs Th 7h Ts Ah,36.986271798
762228,26.917724785,Qs Th 7h Ts As,12.558042782
762241,24.037678629,Qs Th 7h Js Ac,74.300036708
762254,24.037678629,Qs Th 7h Js Ad,74.300026797
762265,24.555483607,Qs Th 7h Js Ah,115.47653642
762276,25.193812509,Qs Th 7h Js As,50.178939451
762289,25.710998962,Qs Th 7h Ks Ac,72.231959106
762302,25.710998962,Qs Th 7h Ks Ad,72.231959106
762313,25.114372461,Qs Th 7h Ks Ah,64.863108471
762324,24.233104471,Qs Th 7h Ks As,41.96304187
762385,29.207194712,Qs Th 9d 2c Ac,5.4890478718
762397,27.618720801,Qs Th 9d 2c Ad,1.1400114953
762409,24.60744177,Qs Th 9d 2c Ah,0.11444939564
762421,29.696825228,Qs Th 9d 2c As,2.7310747561
762433,29.363226732,Qs Th 9d 3c Ac,4.9273434534
762445,29.79597302,Qs Th 9d 3c Ad,2.3803936581
762457,26.402801307,Qs Th 9d 3c Ah,0.051134097118
762469,30.626133324,Qs Th 9d 3c As,3.2483001762
762481,29.82857301,Qs Th 9d 4c Ac,2.7930455231
762493,29.062257662,Qs Th 9d 4c Ad,2.3899308706
762505,26.52886235,Qs Th 9d 4c Ah,0.053725952174
762517,30.465684525,Qs Th 9d 4c As,3.1752837416
762529,29.644617071,Qs Th 9d 5c Ac,2.8073449337
762541,29.922030878,Qs Th 9d 5c Ad,1.1576805725
762553,27.350009515,Qs Th 9d 5c Ah,0.17895891999
762565,31.545370612,Qs Th 9d 5c As,3.3971158324
762577,34.907817555,Qs Th 9d 6c Ac,0.29241804466
762589,21.802371543,Qs Th 9d 6c Ad,0.034613968328
762613,33.515069856,Qs Th 9d 6c As,0.16074511545
762625,38.468668861,Qs Th 9d 7c Ac,1.6629850593
762637,36.913284732,Qs Th 9d 7c Ad,0.53414136233
762661,39.702354333,Qs Th 9d 7c As,0.81381666889
762673,38.06587341,Qs Th 9d 8c Ac,63.971530706
762685,37.909752975,Qs Th 9d 8c Ad,99.892631115
762697,36.609727903,Qs Th 9d 8c Ah,101.6880935
762709,38.591353639,Qs Th 9d 8c As,112.28860882
762721,29.322893118,Qs Th 9d 9c Ac,36.320562679
762733,30.016468686,Qs Th 9d 9c Ad,23.277388533
762745,28.644129973,Qs Th 9d 9c Ah,21.209810549
762757,29.644696232,Qs Th 9d 9c As,18.320961963
762769,28.280182742,Qs Th 9d Tc Ac,0.0071125817045
762781,25.879022107,Qs Th 9d Tc Ad,2.66187236
762793,29.384683986,Qs Th 9d Tc Ah,0.038428092125
762805,25.858722914,Qs Th 9d Tc As,0.63534264869
762865,28.693035186,Qs Th 9d Qc Ac,9.9469897594
762877,31.080272619,Qs Th 9d Qc Ad,8.4207364168
762889,26.584482069,Qs Th 9d Qc Ah,0.26932282562
762901,30.962228522,Qs Th 9d Qc As,9.0240189061
762913,36.570162476,Qs Th 9d Kc Ac,0.00019876220976
762925,23.030059541,Qs Th 9d Kc Ad,0.00034645026135
762937,31.40010007,Qs Th 9d Kc Ah,0.00018832809818
762949,23.461346744,Qs Th 9d Kc As,0.00043986661266
763010,25.751154087,Qs Th 9d 2d Ac,0.47470943015
763021,29.200571984,Qs Th 9d 2d Ad,3.4117876906
763045,30.25729079,Qs Th 9d 2d As,4.4016372507
763058,24.160917503,Qs Th 9d 3d Ac,0.20075036626
763069,28.834760537,Qs Th 9d 3d Ad,3.72432897
763093,30.331004815,Qs Th 9d 3d As,1.6026408175
763106,24.554412338,Qs Th 9d 4d Ac,0.024417947144
763117,30.108349727,Qs Th 9d 4d Ad,2.8108416861
763141,29.76702254,Qs Th 9d 4d As,1.1609306488
763154,32.784806237,Qs Th 9d 5d Ac,0.16904728743
763165,29.711244114,Qs Th 9d 5d Ad,1.8297626587
763189,30.322593291,Qs Th 9d 5d As,1.2682863302
763202,39.528011621,Qs Th 9d 6d Ac,0.90608390741
763213,42.150781642,Qs Th 9d 6d Ad,1.050439695
763237,42.180089746,Qs Th 9d 6d As,0.8665062272
763250,40.706233044,Qs Th 9d 7d Ac,0.44307667475
763261,27.065699372,Qs Th 9d 7d Ad,0.022815969993
763273,46.238795068,Qs Th 9d 7d Ah,0.0019707782542
763285,42.484532816,Qs Th 9d 7d As,0.55004433041
763298,35.401465519,Qs Th 9d 8d Ac,111.79407553
763309,45.867063933,Qs Th 9d 8d Ad,50.22447951
763321,38.058276525,Qs Th 9d 8d Ah,184.81701157
763333,41.672776901,Qs Th 9d 8d As,103.93262591
763346,31.329576824,Qs Th 9d Td Ac,3.3694261295
763357,30.410880513,Qs Th 9d Td Ad,22.801086972
